7233, JavaClassDumpper, NOM, 10.0, 7232, 
7233, JavaClassDumpper, NOMNAMM, 10.0, 7232, 
7233, JavaClassDumpper, LOC, 243.0, 7232, 
7233, JavaClassDumpper, NOA, 3.0, 7232, 
7233, JavaClassDumpper, WMCNAMM, 47.0, 7232, 
7233, JavaClassDumpper, WMC, 47.0, 7232, 
7233, JavaClassDumpper, LCOM5, 0.481481481481482, 7232, 
7233, JavaClassDumpper, LOCNAMM, 243.0, 7232, 
7233, JavaClassDumpper, AMWNAMM, 4.7, 7232, 
7233, JavaClassDumpper, NMO, 0.0, 7232, 
7233, JavaClassDumpper, NIM, 0.0, 7232, 
7233, JavaClassDumpper, AMW, 4.7, 7232, 
7233, JavaClassDumpper, CBO, 28.0, 7232, 
7233, JavaClassDumpper, CFNAMM, 16.0, 7232, 
7233, JavaClassDumpper, NOAM, 0.0, 7232, 
7233, JavaClassDumpper, DIT, 1.0, 7232, 
7233, JavaClassDumpper, NOII, 0.0, 7232, 
7233, JavaClassDumpper, TCC, 1.0, 7232, 
7233, JavaClassDumpper, WOC, 1.0, 7232, 
7233, JavaClassDumpper, RFC, 12.0, 7232, 
7233, JavaClassDumpper, NOC, 0.0, 7232, 
7233, JavaClassDumpper, NOPA, 0.0, 7232, 
7233, JavaClassDumpper, FANOUT, 1.0, 7232, 
7233, JavaClassDumpper, NOCS, 0.0, 7232, 
7233, JavaClassDumpper, ATFD, 96.0, 7232, 
7244, GrammerException, NOM, 4.0, 7232, 
7244, GrammerException, NOMNAMM, 4.0, 7232, 
7244, GrammerException, LOC, 18.0, 7232, 
7244, GrammerException, NOA, 0.0, 7232, 
7244, GrammerException, WMCNAMM, 4.0, 7232, 
7244, GrammerException, WMC, 4.0, 7232, 
7244, GrammerException, LCOM5, 0.0, 7232, 
7244, GrammerException, LOCNAMM, 18.0, 7232, 
7244, GrammerException, AMWNAMM, 1.0, 7232, 
7244, GrammerException, NMO, 0.0, 7232, 
7244, GrammerException, NIM, 15.0, 7232, 
7244, GrammerException, AMW, 1.0, 7232, 
7244, GrammerException, CBO, 1.0, 7232, 
7244, GrammerException, CFNAMM, 24.0, 7232, 
7244, GrammerException, NOAM, 0.0, 7232, 
7244, GrammerException, DIT, 4.0, 7232, 
7244, GrammerException, NOII, 0.0, 7232, 
7244, GrammerException, TCC, 1.0, 7232, 
7244, GrammerException, WOC, 1.0, 7232, 
7244, GrammerException, RFC, 9.0, 7232, 
7244, GrammerException, NOC, 0.0, 7232, 
7244, GrammerException, NOPA, 0.0, 7232, 
7244, GrammerException, FANOUT, 0.0, 7232, 
7244, GrammerException, NOCS, 0.0, 7232, 
7244, GrammerException, ATFD, 0.0, 7232, 
7249, Scannable, NOM, 0.0, 7232, 
7249, Scannable, NOMNAMM, 0.0, 7232, 
7249, Scannable, LOC, 55.0, 7232, 
7249, Scannable, NOA, 27.0, 7232, 
7249, Scannable, WMCNAMM, 0.0, 7232, 
7249, Scannable, WMC, 0.0, 7232, 
7249, Scannable, LCOM5, 0.0, 7232, 
7249, Scannable, LOCNAMM, 55.0, 7232, 
7249, Scannable, AMWNAMM, 0.0, 7232, 
7249, Scannable, AMW, 0.0, 7232, 
7249, Scannable, CBO, 0.0, 7232, 
7249, Scannable, CFNAMM, 0.0, 7232, 
7249, Scannable, NOAM, 0.0, 7232, 
7249, Scannable, NOII, 0.0, 7232, 
7249, Scannable, TCC, 1.0, 7232, 
7249, Scannable, WOC, 0.0, 7232, 
7249, Scannable, RFC, 0.0, 7232, 
7249, Scannable, NOC, 0.0, 7232, 
7249, Scannable, NOPA, 27.0, 7232, 
7249, Scannable, FANOUT, 0.0, 7232, 
7249, Scannable, NOCS, 0.0, 7232, 
7249, Scannable, ATFD, 0.0, 7232, 
7250, ConstantPoolGenerator, NOM, 25.0, 7232, 
7250, ConstantPoolGenerator, NOMNAMM, 24.0, 7232, 
7250, ConstantPoolGenerator, LOC, 312.0, 7232, 
7250, ConstantPoolGenerator, NOA, 6.0, 7232, 
7250, ConstantPoolGenerator, WMCNAMM, 61.0, 7232, 
7250, ConstantPoolGenerator, WMC, 62.0, 7232, 
7250, ConstantPoolGenerator, LCOM5, 0.701388888888889, 7232, 
7250, ConstantPoolGenerator, LOCNAMM, 304.0, 7232, 
7250, ConstantPoolGenerator, AMWNAMM, 2.54166666666667, 7232, 
7250, ConstantPoolGenerator, NMO, 0.0, 7232, 
7250, ConstantPoolGenerator, NIM, 0.0, 7232, 
7250, ConstantPoolGenerator, AMW, 2.48, 7232, 
7250, ConstantPoolGenerator, CBO, 15.0, 7232, 
7250, ConstantPoolGenerator, CFNAMM, 670.0, 7232, 
7250, ConstantPoolGenerator, NOAM, 1.0, 7232, 
7250, ConstantPoolGenerator, DIT, 1.0, 7232, 
7250, ConstantPoolGenerator, NOII, 0.0, 7232, 
7250, ConstantPoolGenerator, TCC, 0.833333333333333, 7232, 
7250, ConstantPoolGenerator, WOC, 0.923076923076923, 7232, 
7250, ConstantPoolGenerator, RFC, 41.0, 7232, 
7250, ConstantPoolGenerator, NOC, 0.0, 7232, 
7250, ConstantPoolGenerator, NOPA, 0.0, 7232, 
7250, ConstantPoolGenerator, FANOUT, 14.0, 7232, 
7250, ConstantPoolGenerator, NOCS, 0.0, 7232, 
7250, ConstantPoolGenerator, ATFD, 11.0, 7232, 
7276, SourceCodeParser, NOM, 29.0, 7232, 
7276, SourceCodeParser, NOMNAMM, 29.0, 7232, 
7276, SourceCodeParser, LOC, 1371.0, 7232, 
7276, SourceCodeParser, NOA, 4.0, 7232, 
7276, SourceCodeParser, WMCNAMM, 328.0, 7232, 
7276, SourceCodeParser, WMC, 328.0, 7232, 
7276, SourceCodeParser, LCOM5, 0.723214285714286, 7232, 
7276, SourceCodeParser, LOCNAMM, 1371.0, 7232, 
7276, SourceCodeParser, AMWNAMM, 11.3103448275862, 7232, 
7276, SourceCodeParser, NMO, 0.0, 7232, 
7276, SourceCodeParser, NIM, 0.0, 7232, 
7276, SourceCodeParser, AMW, 11.3103448275862, 7232, 
7276, SourceCodeParser, CBO, 27.0, 7232, 
7276, SourceCodeParser, CFNAMM, 4344.0, 7232, 
7276, SourceCodeParser, NOAM, 0.0, 7232, 
7276, SourceCodeParser, DIT, 1.0, 7232, 
7276, SourceCodeParser, NOII, 1.0, 7232, 
7276, SourceCodeParser, TCC, 0.0, 7232, 
7276, SourceCodeParser, WOC, 1.0, 7232, 
7276, SourceCodeParser, RFC, 87.0, 7232, 
7276, SourceCodeParser, NOC, 0.0, 7232, 
7276, SourceCodeParser, NOPA, 0.0, 7232, 
7276, SourceCodeParser, FANOUT, 25.0, 7232, 
7276, SourceCodeParser, NOCS, 2.0, 7232, 
7276, SourceCodeParser, ATFD, 106.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOM, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOMNAMM, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, LOC, 14.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOA, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, WMCNAMM, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, WMC, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, LCOM5, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, LOCNAMM, 14.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, AMWNAMM, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NMO, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NIM, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, AMW, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, CBO, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, CFNAMM, 3.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOAM, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, DIT, 2.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOII, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, TCC, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, WOC, 0.666666666666667, 7232, 
7306, SourceCodeParser.OpcodeWrapper, RFC, 3.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOC, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOPA, 1.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, FANOUT, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, NOCS, 0.0, 7232, 
7306, SourceCodeParser.OpcodeWrapper, ATFD, 0.0, 7232, 
7309, ParsingException, NOM, 6.0, 7232, 
7309, ParsingException, NOMNAMM, 6.0, 7232, 
7309, ParsingException, LOC, 50.0, 7232, 
7309, ParsingException, NOA, 1.0, 7232, 
7309, ParsingException, WMCNAMM, 13.0, 7232, 
7309, ParsingException, WMC, 13.0, 7232, 
7309, ParsingException, LCOM5, 0.6, 7232, 
7309, ParsingException, LOCNAMM, 50.0, 7232, 
7309, ParsingException, AMWNAMM, 2.16666666666667, 7232, 
7309, ParsingException, NMO, 1.0, 7232, 
7309, ParsingException, NIM, 14.0, 7232, 
7309, ParsingException, AMW, 2.16666666666667, 7232, 
7309, ParsingException, CBO, 0.0, 7232, 
7309, ParsingException, CFNAMM, 0.0, 7232, 
7309, ParsingException, NOAM, 0.0, 7232, 
7309, ParsingException, DIT, 3.0, 7232, 
7309, ParsingException, NOII, 0.0, 7232, 
7309, ParsingException, TCC, 1.0, 7232, 
7309, ParsingException, WOC, 1.0, 7232, 
7309, ParsingException, RFC, 6.0, 7232, 
7309, ParsingException, NOC, 1.0, 7232, 
7309, ParsingException, NOPA, 0.0, 7232, 
7309, ParsingException, FANOUT, 0.0, 7232, 
7309, ParsingException, NOCS, 0.0, 7232, 
7309, ParsingException, ATFD, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOM, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOMNAMM, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, LOC, 13.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOA, 3.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, WMCNAMM, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, WMC, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, LCOM5, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, LOCNAMM, 13.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, AMWNAMM, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NMO, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NIM, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, AMW, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, CBO, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, CFNAMM, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOAM, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, DIT, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOII, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, TCC, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, WOC, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, RFC, 1.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOC, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOPA, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, FANOUT, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, NOCS, 0.0, 7232, 
7316, SourceCodeParser.LabeledInstructions, ATFD, 0.0, 7232, 
7318, Scanner, NOM, 32.0, 7232, 
7318, Scanner, NOMNAMM, 24.0, 7232, 
7318, Scanner, LOC, 590.0, 7232, 
7318, Scanner, NOA, 11.0, 7232, 
7318, Scanner, WMCNAMM, 166.0, 7232, 
7318, Scanner, WMC, 174.0, 7232, 
7318, Scanner, LCOM5, 0.777126099706745, 7232, 
7318, Scanner, LOCNAMM, 550.0, 7232, 
7318, Scanner, AMWNAMM, 6.91666666666667, 7232, 
7318, Scanner, NMO, 0.0, 7232, 
7318, Scanner, NIM, 0.0, 7232, 
7318, Scanner, AMW, 5.4375, 7232, 
7318, Scanner, CBO, 3.0, 7232, 
7318, Scanner, CFNAMM, 72.0, 7232, 
7318, Scanner, NOAM, 8.0, 7232, 
7318, Scanner, DIT, 1.0, 7232, 
7318, Scanner, NOII, 1.0, 7232, 
7318, Scanner, TCC, 0.191666666666667, 7232, 
7318, Scanner, WOC, 0.578947368421053, 7232, 
7318, Scanner, RFC, 34.0, 7232, 
7318, Scanner, NOC, 0.0, 7232, 
7318, Scanner, NOPA, 0.0, 7232, 
7318, Scanner, FANOUT, 1.0, 7232, 
7318, Scanner, NOCS, 0.0, 7232, 
7318, Scanner, ATFD, 2.0, 7232, 
7352, Attribute, NOM, 2.0, 7351, 
7352, Attribute, NOMNAMM, 2.0, 7351, 
7352, Attribute, LOC, 32.0, 7351, 
7352, Attribute, NOA, 5.0, 7351, 
7352, Attribute, WMCNAMM, 2.0, 7351, 
7352, Attribute, WMC, 2.0, 7351, 
7352, Attribute, LCOM5, 2.0, 7351, 
7352, Attribute, LOCNAMM, 32.0, 7351, 
7352, Attribute, AMWNAMM, 1.0, 7351, 
7352, Attribute, NMO, 0.0, 7351, 
7352, Attribute, NIM, 0.0, 7351, 
7352, Attribute, AMW, 1.0, 7351, 
7352, Attribute, CBO, 1.0, 7351, 
7352, Attribute, CFNAMM, 0.0, 7351, 
7352, Attribute, NOAM, 0.0, 7351, 
7352, Attribute, DIT, 1.0, 7351, 
7352, Attribute, NOII, 0.0, 7351, 
7352, Attribute, TCC, 1.0, 7351, 
7352, Attribute, WOC, 0.285714285714286, 7351, 
7352, Attribute, RFC, 2.0, 7351, 
7352, Attribute, NOC, 9.0, 7351, 
7352, Attribute, NOPA, 5.0, 7351, 
7352, Attribute, FANOUT, 0.0, 7351, 
7352, Attribute, NOCS, 0.0, 7351, 
7352, Attribute, ATFD, 0.0, 7351, 
7355, Constant_Fieldref, NOM, 2.0, 7351, 
7355, Constant_Fieldref, NOMNAMM, 2.0, 7351, 
7355, Constant_Fieldref, LOC, 14.0, 7351, 
7355, Constant_Fieldref, NOA, 2.0, 7351, 
7355, Constant_Fieldref, WMCNAMM, 2.0, 7351, 
7355, Constant_Fieldref, WMC, 2.0, 7351, 
7355, Constant_Fieldref, LCOM5, 1.0, 7351, 
7355, Constant_Fieldref, LOCNAMM, 14.0, 7351, 
7355, Constant_Fieldref, AMWNAMM, 1.0, 7351, 
7355, Constant_Fieldref, NMO, 1.0, 7351, 
7355, Constant_Fieldref, NIM, 0.0, 7351, 
7355, Constant_Fieldref, AMW, 1.0, 7351, 
7355, Constant_Fieldref, CBO, 2.0, 7351, 
7355, Constant_Fieldref, CFNAMM, 5.0, 7351, 
7355, Constant_Fieldref, NOAM, 0.0, 7351, 
7355, Constant_Fieldref, DIT, 2.0, 7351, 
7355, Constant_Fieldref, NOII, 0.0, 7351, 
7355, Constant_Fieldref, TCC, 1.0, 7351, 
7355, Constant_Fieldref, WOC, 0.5, 7351, 
7355, Constant_Fieldref, RFC, 3.0, 7351, 
7355, Constant_Fieldref, NOC, 0.0, 7351, 
7355, Constant_Fieldref, NOPA, 2.0, 7351, 
7355, Constant_Fieldref, FANOUT, 0.0, 7351, 
7355, Constant_Fieldref, NOCS, 0.0, 7351, 
7355, Constant_Fieldref, ATFD, 0.0, 7351, 
7358, Constant_NameAndType, NOM, 2.0, 7351, 
7358, Constant_NameAndType, NOMNAMM, 2.0, 7351, 
7358, Constant_NameAndType, LOC, 12.0, 7351, 
7358, Constant_NameAndType, NOA, 2.0, 7351, 
7358, Constant_NameAndType, WMCNAMM, 2.0, 7351, 
7358, Constant_NameAndType, WMC, 2.0, 7351, 
7358, Constant_NameAndType, LCOM5, 1.0, 7351, 
7358, Constant_NameAndType, LOCNAMM, 12.0, 7351, 
7358, Constant_NameAndType, AMWNAMM, 1.0, 7351, 
7358, Constant_NameAndType, NMO, 1.0, 7351, 
7358, Constant_NameAndType, NIM, 0.0, 7351, 
7358, Constant_NameAndType, AMW, 1.0, 7351, 
7358, Constant_NameAndType, CBO, 2.0, 7351, 
7358, Constant_NameAndType, CFNAMM, 5.0, 7351, 
7358, Constant_NameAndType, NOAM, 0.0, 7351, 
7358, Constant_NameAndType, DIT, 2.0, 7351, 
7358, Constant_NameAndType, NOII, 0.0, 7351, 
7358, Constant_NameAndType, TCC, 1.0, 7351, 
7358, Constant_NameAndType, WOC, 0.5, 7351, 
7358, Constant_NameAndType, RFC, 3.0, 7351, 
7358, Constant_NameAndType, NOC, 0.0, 7351, 
7358, Constant_NameAndType, NOPA, 2.0, 7351, 
7358, Constant_NameAndType, FANOUT, 0.0, 7351, 
7358, Constant_NameAndType, NOCS, 0.0, 7351, 
7358, Constant_NameAndType, ATFD, 0.0, 7351, 
7361, Constant_Float, NOM, 2.0, 7351, 
7361, Constant_Float, NOMNAMM, 2.0, 7351, 
7361, Constant_Float, LOC, 11.0, 7351, 
7361, Constant_Float, NOA, 1.0, 7351, 
7361, Constant_Float, WMCNAMM, 2.0, 7351, 
7361, Constant_Float, WMC, 2.0, 7351, 
7361, Constant_Float, LCOM5, 1.0, 7351, 
7361, Constant_Float, LOCNAMM, 11.0, 7351, 
7361, Constant_Float, AMWNAMM, 1.0, 7351, 
7361, Constant_Float, NMO, 1.0, 7351, 
7361, Constant_Float, NIM, 0.0, 7351, 
7361, Constant_Float, AMW, 1.0, 7351, 
7361, Constant_Float, CBO, 2.0, 7351, 
7361, Constant_Float, CFNAMM, 5.0, 7351, 
7361, Constant_Float, NOAM, 0.0, 7351, 
7361, Constant_Float, DIT, 2.0, 7351, 
7361, Constant_Float, NOII, 0.0, 7351, 
7361, Constant_Float, TCC, 1.0, 7351, 
7361, Constant_Float, WOC, 0.666666666666667, 7351, 
7361, Constant_Float, RFC, 3.0, 7351, 
7361, Constant_Float, NOC, 0.0, 7351, 
7361, Constant_Float, NOPA, 1.0, 7351, 
7361, Constant_Float, FANOUT, 0.0, 7351, 
7361, Constant_Float, NOCS, 0.0, 7351, 
7361, Constant_Float, ATFD, 0.0, 7351, 
7364, Constant_InterfaceMethodref, NOM, 2.0, 7351, 
7364, Constant_InterfaceMethodref, NOMNAMM, 2.0, 7351, 
7364, Constant_InterfaceMethodref, LOC, 14.0, 7351, 
7364, Constant_InterfaceMethodref, NOA, 2.0, 7351, 
7364, Constant_InterfaceMethodref, WMCNAMM, 2.0, 7351, 
7364, Constant_InterfaceMethodref, WMC, 2.0, 7351, 
7364, Constant_InterfaceMethodref, LCOM5, 1.0, 7351, 
7364, Constant_InterfaceMethodref, LOCNAMM, 14.0, 7351, 
7364, Constant_InterfaceMethodref, AMWNAMM, 1.0, 7351, 
7364, Constant_InterfaceMethodref, NMO, 1.0, 7351, 
7364, Constant_InterfaceMethodref, NIM, 0.0, 7351, 
7364, Constant_InterfaceMethodref, AMW, 1.0, 7351, 
7364, Constant_InterfaceMethodref, CBO, 2.0, 7351, 
7364, Constant_InterfaceMethodref, CFNAMM, 5.0, 7351, 
7364, Constant_InterfaceMethodref, NOAM, 0.0, 7351, 
7364, Constant_InterfaceMethodref, DIT, 2.0, 7351, 
7364, Constant_InterfaceMethodref, NOII, 0.0, 7351, 
7364, Constant_InterfaceMethodref, TCC, 1.0, 7351, 
7364, Constant_InterfaceMethodref, WOC, 0.5, 7351, 
7364, Constant_InterfaceMethodref, RFC, 3.0, 7351, 
7364, Constant_InterfaceMethodref, NOC, 0.0, 7351, 
7364, Constant_InterfaceMethodref, NOPA, 2.0, 7351, 
7364, Constant_InterfaceMethodref, FANOUT, 0.0, 7351, 
7364, Constant_InterfaceMethodref, NOCS, 0.0, 7351, 
7364, Constant_InterfaceMethodref, ATFD, 0.0, 7351, 
7367, Constant_Long, NOM, 3.0, 7351, 
7367, Constant_Long, NOMNAMM, 2.0, 7351, 
7367, Constant_Long, LOC, 15.0, 7351, 
7367, Constant_Long, NOA, 1.0, 7351, 
7367, Constant_Long, WMCNAMM, 2.0, 7351, 
7367, Constant_Long, WMC, 3.0, 7351, 
7367, Constant_Long, LCOM5, 0.5, 7351, 
7367, Constant_Long, LOCNAMM, 10.0, 7351, 
7367, Constant_Long, AMWNAMM, 1.0, 7351, 
7367, Constant_Long, NMO, 1.0, 7351, 
7367, Constant_Long, NIM, 0.0, 7351, 
7367, Constant_Long, AMW, 1.0, 7351, 
7367, Constant_Long, CBO, 2.0, 7351, 
7367, Constant_Long, CFNAMM, 7.0, 7351, 
7367, Constant_Long, NOAM, 1.0, 7351, 
7367, Constant_Long, DIT, 2.0, 7351, 
7367, Constant_Long, NOII, 0.0, 7351, 
7367, Constant_Long, TCC, 1.0, 7351, 
7367, Constant_Long, WOC, 0.5, 7351, 
7367, Constant_Long, RFC, 4.0, 7351, 
7367, Constant_Long, NOC, 0.0, 7351, 
7367, Constant_Long, NOPA, 1.0, 7351, 
7367, Constant_Long, FANOUT, 0.0, 7351, 
7367, Constant_Long, NOCS, 0.0, 7351, 
7367, Constant_Long, ATFD, 0.0, 7351, 
7371, Constant_Double, NOM, 2.0, 7351, 
7371, Constant_Double, NOMNAMM, 2.0, 7351, 
7371, Constant_Double, LOC, 11.0, 7351, 
7371, Constant_Double, NOA, 1.0, 7351, 
7371, Constant_Double, WMCNAMM, 2.0, 7351, 
7371, Constant_Double, WMC, 2.0, 7351, 
7371, Constant_Double, LCOM5, 1.0, 7351, 
7371, Constant_Double, LOCNAMM, 11.0, 7351, 
7371, Constant_Double, AMWNAMM, 1.0, 7351, 
7371, Constant_Double, NMO, 1.0, 7351, 
7371, Constant_Double, NIM, 0.0, 7351, 
7371, Constant_Double, AMW, 1.0, 7351, 
7371, Constant_Double, CBO, 2.0, 7351, 
7371, Constant_Double, CFNAMM, 5.0, 7351, 
7371, Constant_Double, NOAM, 0.0, 7351, 
7371, Constant_Double, DIT, 2.0, 7351, 
7371, Constant_Double, NOII, 0.0, 7351, 
7371, Constant_Double, TCC, 1.0, 7351, 
7371, Constant_Double, WOC, 0.666666666666667, 7351, 
7371, Constant_Double, RFC, 3.0, 7351, 
7371, Constant_Double, NOC, 0.0, 7351, 
7371, Constant_Double, NOPA, 1.0, 7351, 
7371, Constant_Double, FANOUT, 0.0, 7351, 
7371, Constant_Double, NOCS, 0.0, 7351, 
7371, Constant_Double, ATFD, 0.0, 7351, 
7374, Attribute_ConstantValue, NOM, 1.0, 7351, 
7374, Attribute_ConstantValue, NOMNAMM, 1.0, 7351, 
7374, Attribute_ConstantValue, LOC, 7.0, 7351, 
7374, Attribute_ConstantValue, NOA, 1.0, 7351, 
7374, Attribute_ConstantValue, WMCNAMM, 1.0, 7351, 
7374, Attribute_ConstantValue, WMC, 1.0, 7351, 
7374, Attribute_ConstantValue, LCOM5, 0.0, 7351, 
7374, Attribute_ConstantValue, LOCNAMM, 7.0, 7351, 
7374, Attribute_ConstantValue, AMWNAMM, 1.0, 7351, 
7374, Attribute_ConstantValue, NMO, 0.0, 7351, 
7374, Attribute_ConstantValue, NIM, 0.0, 7351, 
7374, Attribute_ConstantValue, AMW, 1.0, 7351, 
7374, Attribute_ConstantValue, CBO, 2.0, 7351, 
7374, Attribute_ConstantValue, CFNAMM, 3.0, 7351, 
7374, Attribute_ConstantValue, NOAM, 0.0, 7351, 
7374, Attribute_ConstantValue, DIT, 2.0, 7351, 
